Date & Time,Amoranto Sport Complex,Aurora A. Quezon ES,Bagong Lipunan ng Crame Brgy. Hall,Bagong Silangan Evacuation Center,Bagumbayan ES,Balingasa Elementary School,Balingasa High School,Batasan Hills,Brgy Baesa Hall,Brgy Fairview (REC),Brgy N.S Amoranto Hall,Brgy Valencia Hall,Brgy.Tatalon Multipurpose Hall,Carlos P. Garcia HS,Commonwealth High School,Dona Imelda,Dona Juana Elementary School,Emilio Jacinto Sr HS,Flora A Ylagan High School,Holy Spirit,Ismael Mathay Senior High School,Jose Maria Panganiban Senior High School,Jose P Laurel Senior High School,Kaligayahan,Kalusugan Brgy Hall,Kaunlaran Barangay Hall,Laging Handa Hall,Lagro High School,Libis,Lupang Pangako Elementary School,Maharlika Brgy Hall,Maligaya High School,Mariana Barangay Hall,Masambong,Nagkaisang Nayon,New Era Brgy Hall,North Fairview Elementary School,Old Balara Elementary School,Pansol Kaingin 1 Brgy Satellite Office,Payatas ES,Phil-Am,Pinyahan Multipurose Hall,Placido Del Mundo Elementary School,Project 6 Barangay Hall,QCU,Quezon City University San Francisco Campus,Quirino High School,Ramon Magsaysay Brgy Hall,Ramon Magsaysay Elementary School,Ramon Magsaysay HS,Sacred Heart BH,San Agustin Brgy Hall,San Roque Barangay Hall,Sauyo Elementary School,Sikatuna Brgy Hall,South Triangle,Talipapa,Tandang Sora,Toro Hills Elementary School,Ugong Norte,UP Village,White Plains Barangay Hall
2026-08-07,0.000,0.000,0.000,0.000,0.000,0.200,0.090,0.090,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.090,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,1.000,0.090,0.000,0.200,0.500,0.500,0.000,0.500,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.090,0.000,0.500,0.090,0.000,0.000
2026-08-07,0.000,0.000,0.000,0.000,0.000,0.000,0.430,0.430,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.500,0.430,0.500,0.000,0.500,0.000,0.000,0.000,0.400,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.500,0.000,0.000,0.000,0.500,0.000,0.430,0.200,0.200,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.430,18.500,0.000,0.430,0.000,0.000
2026-08-07,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.080,0.000,0.000,1.000,0.000,0.000,0.000,0.400,0.000,0.200,0.000,1.000,0.000,0.000,0.500,0.000,0.500,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.070,0.500,0.000,0.000,0.000,0.000
2026-08-07,1.500,2.000,1.500,0.500,0.500,1.200,1.410,0.280,1.000,0.500,1.500,1.500,1.500,1.000,0.200,1.500,0.000,0.500,0.600,0.500,0.660,0.000,1.000,0.000,1.000,1.200,1.000,0.000,1.000,0.000,2.000,0.000,1.500,1.500,1.000,0.000,0.000,0.500,0.500,0.000,2.000,1.500,0.400,0.600,0.500,1.000,1.000,0.500,1.200,1.000,1.000,0.000,0.800,0.500,1.000,3.000,0.390,0.000,1.000,1.350,0.680,1.500
2026-08-07,2.000,3.000,2.000,0.000,2.000,2.000,2.130,0.130,1.000,0.000,3.000,3.000,3.000,2.000,0.000,3.000,0.000,0.500,1.800,1.000,0.810,0.500,2.000,0.000,2.500,2.200,2.000,0.200,1.500,0.340,2.500,0.500,2.500,2.000,0.500,1.000,0.500,0.500,0.500,0.500,4.000,1.500,0.600,1.000,0.500,1.500,1.500,1.500,3.200,2.000,2.500,0.500,1.800,0.500,1.500,5.500,0.450,0.000,1.500,2.130,1.370,2.000
2026-08-07,1.000,1.000,1.500,0.000,1.500,0.400,0.480,0.030,0.000,0.000,1.000,1.500,1.000,1.000,0.000,1.500,0.000,0.500,0.600,0.000,0.000,0.000,1.000,0.000,1.500,1.600,0.500,0.000,1.500,0.000,1.000,0.000,1.500,0.500,0.500,0.000,0.000,0.000,0.500,0.000,1.000,1.000,0.000,0.200,0.000,0.500,0.500,0.500,0.800,1.000,1.000,0.000,1.400,0.000,0.500,2.000,0.000,0.000,0.000,1.550,0.270,1.500
2026-08-07,1.000,1.000,0.500,0.000,0.500,0.800,0.850,0.280,1.000,0.500,1.000,1.000,1.000,0.500,0.200,1.000,0.000,0.500,0.600,1.500,0.600,0.500,1.000,0.500,0.500,0.600,1.000,0.200,0.500,0.000,0.500,0.000,1.000,1.000,0.500,1.000,0.000,1.000,0.500,0.000,1.000,0.500,0.600,0.600,0.500,0.500,0.500,0.500,1.000,0.500,0.000,0.000,0.400,0.500,0.500,1.500,0.470,0.000,0.500,0.560,0.650,0.500
2026-08-07,0.000,0.500,0.500,0.000,0.500,0.000,0.220,0.190,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.500,0.500,0.000,0.000,0.500,0.190,0.000,0.000,0.000,0.500,0.400,0.000,0.000,0.000,0.180,0.500,0.500,0.000,0.000,0.500,0.000,0.000,0.000,0.500,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.500,0.500,0.500,0.400,0.500,0.000,0.000,0.180,0.000,0.500,0.280,0.210,1.000
2026-08-07,0.000,1.000,0.500,0.000,0.000,0.200,0.250,0.020,0.000,0.000,0.500,1.000,0.000,0.000,0.000,0.500,0.000,0.000,0.600,0.000,0.050,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.500,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.500,0.000,0.400,0.000,0.000,0.000,0.000,0.000,1.000,0.500,0.010,0.000,0.000,0.480,0.000,1.000
2026-08-07,3.000,3.500,3.000,0.500,3.500,3.200,3.260,0.570,2.000,0.500,3.000,4.000,5.000,3.000,0.400,3.500,0.000,1.500,2.800,3.000,1.560,0.500,3.500,0.000,3.500,3.400,3.000,0.000,3.000,0.390,3.500,0.000,3.500,3.500,1.000,2.000,0.500,1.500,1.500,0.500,7.000,3.000,1.600,2.200,1.000,3.000,3.000,2.500,3.600,3.000,3.000,0.000,3.200,1.000,2.500,8.500,1.080,0.000,2.000,3.560,2.500,3.500
2026-08-07,0.000,0.000,0.500,0.000,0.000,0.000,0.100,0.100,0.500,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.100,0.000,0.500,0.000,0.000,0.200,0.000,0.000,0.500,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.200,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.500,0.000,0.000,0.100,0.000,0.500,0.100,0.000,0.000
2026-08-07,14.500,15.000,17.500,11.500,13.500,16.200,15.910,12.900,16.000,11.500,13.500,17.500,15.500,18.000,8.200,14.500,0.000,12.500,16.000,28.000,14.960,12.500,18.000,10.500,16.000,15.400,15.000,11.000,17.500,10.000,13.500,9.000,15.000,14.000,33.500,13.500,12.000,12.000,14.000,11.500,35.500,18.000,12.800,13.600,15.000,14.500,17.500,15.000,14.200,16.000,16.500,11.000,15.200,12.500,16.500,35.500,14.340,0.000,16.000,15.600,17.500,12.000
2026-08-08,0.500,0.000,0.500,0.000,0.500,0.400,0.510,0.510,0.500,1.000,0.500,0.500,0.000,0.500,0.400,0.500,0.000,0.500,0.600,1.500,0.510,0.500,0.500,0.500,0.000,0.400,0.500,0.600,0.500,0.400,0.500,0.500,0.500,0.500,1.000,0.500,0.500,0.500,0.500,0.500,1.000,0.500,0.600,0.400,0.500,0.500,0.500,0.500,0.600,0.500,0.500,0.500,0.400,0.500,0.500,1.500,0.510,0.510,0.500,0.510,0.000,0.500
2026-08-08,2.000,2.500,2.000,2.000,2.000,1.800,1.910,1.910,1.500,1.500,2.000,2.500,2.000,2.000,1.200,2.500,0.000,1.500,1.800,3.500,1.910,1.500,2.000,2.000,2.000,2.000,2.000,1.600,2.000,1.600,1.500,1.500,2.000,2.000,4.500,1.500,1.500,1.500,1.500,1.500,4.000,2.000,1.600,1.400,1.500,1.500,2.000,1.500,2.000,2.000,2.000,1.500,1.800,1.500,2.000,5.000,1.910,0.000,1.500,1.910,2.000,2.000
2026-08-08,1.000,1.500,1.500,0.000,1.000,1.200,1.290,0.590,1.000,0.500,1.000,1.500,1.000,1.000,0.600,1.500,0.000,0.500,1.200,2.000,1.050,1.500,1.500,0.500,1.500,1.400,1.000,0.600,1.000,0.400,1.500,1.000,1.500,1.000,3.000,0.500,1.000,0.500,1.000,0.500,3.000,1.500,0.800,0.800,1.000,1.000,1.500,1.000,1.400,1.500,1.500,1.000,1.200,1.000,1.000,3.000,1.010,0.000,1.000,1.280,1.000,1.500
2026-08-08,0.000,0.500,0.000,0.500,0.500,0.200,0.180,0.130,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.200,0.000,0.100,0.000,0.000,0.500,0.000,0.200,0.000,0.200,0.500,0.200,0.000,0.000,0.500,0.500,0.500,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.200,0.000,0.500,0.500,0.100,0.000,0.000,0.180,0.000,0.000
2026-08-08,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.010,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.010,0.000,0.000
2026-08-08,1.000,0.500,1.000,0.500,1.000,0.800,1.130,1.130,1.000,0.500,1.500,1.000,0.500,0.500,0.400,0.500,0.000,0.500,0.400,0.500,1.130,0.000,1.000,0.000,1.000,0.600,1.000,0.800,1.500,2.200,1.000,0.500,0.500,0.500,1.000,0.500,0.000,0.500,0.500,2.000,1.500,0.500,0.600,0.600,0.500,1.000,0.000,1.000,1.000,0.500,0.500,0.500,1.200,0.500,0.000,1.500,1.130,24.000,1.000,1.130,0.000,1.000
2026-08-08,1.500,2.000,2.500,0.500,2.000,2.000,2.280,2.280,1.500,0.500,1.500,2.500,1.000,2.000,0.400,2.000,0.000,1.500,1.600,2.500,2.280,1.500,2.500,0.500,2.000,1.800,1.500,0.600,2.000,0.400,2.000,0.500,2.000,2.000,3.000,1.500,1.000,1.000,1.000,0.500,4.000,2.000,1.400,1.600,1.000,1.500,1.500,1.500,1.600,2.000,2.000,1.000,1.800,1.500,1.500,4.500,2.280,38.500,2.000,2.280,2.000,2.000
2026-08-08,0.500,0.500,0.000,0.500,0.000,2.800,1.600,0.250,2.500,1.500,0.500,0.000,0.500,0.000,0.200,0.500,0.000,1.500,0.200,1.000,2.180,2.500,0.000,2.000,0.500,0.200,0.500,1.000,0.000,0.000,0.500,1.000,0.500,1.000,6.500,0.500,1.000,1.000,0.000,0.000,1.500,0.500,3.000,0.800,3.500,1.500,0.500,1.500,0.600,0.000,0.000,1.500,0.200,2.000,0.500,1.000,2.560,0.000,2.000,0.000,0.000,0.000
2026-08-08,2.500,1.500,2.000,4.500,1.500,5.200,3.900,3.900,5.000,4.000,2.000,2.000,1.000,3.500,3.000,2.000,0.000,5.500,4.000,13.000,3.900,2.000,4.500,2.000,2.000,1.800,2.500,2.600,2.500,2.800,2.500,1.500,2.000,3.000,7.500,4.500,4.000,5.000,5.000,4.000,16.000,3.500,3.400,5.400,3.000,6.000,4.000,5.500,2.400,3.000,3.000,2.500,2.200,3.500,4.000,7.500,3.900,12.500,5.000,3.900,5.000,1.000
2026-08-08,0.000,0.000,0.000,0.000,0.000,0.000,0.160,0.160,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.160,0.500,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.200,0.000,0.500,0.000,0.000,0.500,0.000,0.500,0.000,0.500,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.500,0.000,0.000,0.160,4.500,0.000,0.160,0.500,0.000
2026-08-08,19.500,21.000,19.500,11.500,16.500,16.600,19.640,15.940,20.000,14.500,18.000,19.000,24.000,18.000,11.800,21.000,0.500,19.000,18.200,34.500,18.310,14.000,20.500,8.000,21.000,18.400,16.500,11.800,19.000,18.000,19.000,9.000,19.000,19.000,27.500,17.000,16.500,19.000,16.000,21.000,37.500,19.000,17.600,17.800,17.000,16.500,18.500,16.000,19.000,18.000,18.000,9.000,17.200,14.500,16.500,42.000,17.400,14.500,18.500,18.700,19.000,17.500
2026-08-08,13.500,13.500,13.500,15.500,16.500,11.000,13.890,13.890,10.000,11.000,12.000,15.000,6.000,12.500,9.400,12.000,0.000,7.500,10.000,21.500,13.890,11.000,16.500,18.500,13.500,13.800,12.500,18.400,17.500,17.400,11.500,19.000,14.000,10.500,37.000,7.500,13.500,7.000,9.000,16.000,24.000,12.000,10.000,9.000,9.500,10.000,11.500,9.000,12.800,13.500,13.500,18.000,14.400,10.000,10.000,25.500,13.890,48.000,9.500,13.890,10.500,16.500
2026-08-08,7.000,7.000,7.000,6.000,5.000,7.000,7.650,7.650,7.000,5.500,6.000,8.000,7.000,8.000,4.200,7.500,0.000,7.000,6.800,15.000,7.650,6.500,8.000,6.000,7.500,6.800,7.000,6.600,7.000,6.400,6.500,5.500,7.500,7.000,18.000,7.500,6.500,7.000,8.000,6.500,17.000,7.000,5.800,7.000,6.000,7.500,7.000,7.000,6.400,7.500,7.000,6.500,7.200,6.000,6.500,16.000,7.650,25.000,7.000,7.650,8.000,6.000
2026-08-08,7.500,8.500,8.000,5.000,8.500,6.000,7.510,7.510,5.500,4.500,7.000,9.000,7.000,7.000,3.600,8.500,0.000,6.000,7.400,14.000,7.510,5.000,8.500,6.500,7.000,7.200,7.000,6.000,7.500,5.600,7.000,5.500,7.500,8.000,15.000,6.000,5.500,6.500,8.000,6.000,17.000,8.000,5.800,6.000,5.500,6.500,7.000,6.000,6.800,7.000,7.500,6.500,7.400,5.500,6.500,19.000,7.510,19.000,6.000,7.510,7.500,9.000
2026-08-08,4.500,4.000,5.000,5.000,4.500,5.400,5.930,5.930,6.000,5.500,5.000,5.000,4.500,5.000,3.800,4.500,0.000,6.000,5.000,13.500,5.930,6.000,5.500,6.000,5.000,4.600,4.500,6.200,5.000,6.000,5.000,5.500,5.000,5.000,16.000,6.000,6.000,5.500,5.500,6.000,12.500,5.500,5.800,5.600,6.000,5.500,5.000,5.000,4.600,5.000,5.000,6.000,4.600,6.500,4.500,13.000,5.930,19.000,5.500,5.930,2.500,4.500
2026-08-08,3.500,2.000,3.000,6.500,3.000,3.400,4.750,4.750,4.500,5.500,2.000,2.500,2.500,5.000,4.800,2.000,0.000,6.500,4.200,14.500,4.750,4.500,4.000,3.000,3.000,2.600,4.000,4.600,3.500,4.200,3.500,3.000,2.000,5.000,12.000,5.000,5.000,6.500,4.500,4.500,11.000,4.000,5.600,4.400,6.000,4.500,4.000,4.500,2.400,4.000,4.500,4.500,3.600,5.500,4.000,11.000,4.750,15.000,4.500,4.750,4.750,3.000
2026-08-08,2.000,2.000,2.000,5.000,2.500,1.600,1.650,3.720,5.000,4.500,1.500,3.500,2.000,1.500,2.400,2.500,0.000,4.000,1.600,9.500,6.310,7.500,2.000,7.500,2.000,1.800,1.500,7.800,2.500,7.800,1.500,7.500,2.000,1.000,18.000,4.500,6.500,5.000,3.000,7.000,4.000,2.000,4.000,3.400,4.000,3.000,2.000,3.500,1.400,1.500,1.500,6.500,1.800,4.500,2.500,2.500,7.100,17.500,3.500,2.500,1.000,2.500
2026-08-08,7.500,7.000,6.000,4.500,7.000,7.600,7.540,7.540,8.000,5.000,8.000,6.500,7.000,7.500,4.000,6.500,0.000,7.000,7.800,15.500,7.540,6.500,6.500,11.000,7.000,6.000,7.000,6.600,5.500,5.400,8.500,10.000,6.000,8.500,17.000,7.000,5.500,6.500,8.000,5.000,18.000,7.500,6.800,7.600,6.500,8.000,6.500,8.000,7.800,7.500,7.000,7.500,5.400,7.500,7.500,22.500,7.540,0.000,7.500,7.540,7.500,7.500
2026-08-08,2.500,2.500,3.000,9.500,3.500,5.200,4.320,7.290,5.000,12.000,2.500,3.500,2.000,2.500,8.600,2.000,0.000,5.000,3.200,17.000,5.470,10.000,3.500,1.500,2.000,2.800,2.500,4.200,3.000,7.400,3.000,1.500,3.000,4.500,20.500,4.500,11.500,5.000,4.500,8.000,12.500,3.500,7.400,4.200,12.500,5.000,3.500,4.500,1.800,2.500,2.500,4.000,2.800,9.000,3.500,9.500,7.860,0.000,5.000,2.950,5.500,3.000
2026-08-08,7.000,3.500,4.000,24.500,4.000,16.200,12.470,17.390,14.000,18.500,8.000,5.500,4.500,7.500,16.400,4.500,0.000,12.500,11.200,31.500,18.120,19.000,5.000,12.000,5.000,3.400,9.000,15.000,4.500,19.600,9.500,11.000,3.500,10.500,45.000,19.500,22.500,17.000,18.500,21.000,34.000,10.500,10.800,19.000,16.000,16.500,8.500,17.000,6.800,6.000,8.000,14.500,4.400,12.000,11.500,27.000,19.030,35.500,17.500,3.210,13.500,3.500
2026-08-08,15.500,13.500,11.000,19.500,6.000,18.800,17.950,17.950,16.500,15.500,16.000,10.500,15.000,13.500,12.000,13.000,0.000,25.000,16.400,59.500,17.950,11.500,11.000,12.500,14.500,10.200,14.000,11.800,9.500,15.800,18.000,12.500,11.000,20.500,26.500,24.000,14.000,28.500,27.000,17.500,51.000,16.500,18.200,19.000,17.500,23.000,14.000,20.000,16.800,12.000,14.500,11.500,10.000,22.000,14.500,44.000,17.950,45.500,16.500,17.950,22.000,7.000
2026-08-08,7.500,7.500,7.000,3.500,6.000,5.200,6.230,6.230,3.500,2.500,6.000,7.000,7.000,7.000,2.400,8.000,0.000,4.500,7.000,10.500,6.230,3.000,7.500,2.500,7.500,7.400,6.500,2.400,6.500,2.600,7.000,2.000,8.000,7.000,7.000,5.500,3.000,5.500,7.500,2.500,16.000,7.500,2.800,5.200,3.000,6.000,6.500,5.000,6.600,7.000,7.000,2.000,6.800,3.000,7.000,16.500,6.230,26.500,4.500,6.230,7.000,6.000
2026-08-08,2.500,3.000,3.000,2.000,3.500,2.800,3.040,3.040,3.500,2.500,3.000,4.000,3.500,3.000,2.000,3.000,0.000,3.000,2.800,6.000,3.040,3.000,3.000,3.000,3.000,3.000,3.000,2.600,3.000,2.200,3.000,2.500,3.500,3.000,7.500,3.000,3.000,2.500,2.500,3.000,6.000,3.000,2.800,2.800,3.000,2.500,2.500,2.500,2.800,3.000,3.000,2.500,3.000,3.000,2.500,7.000,3.040,0.000,3.000,3.040,2.500,3.500
2026-08-08,1.500,1.500,1.500,2.000,1.500,1.000,1.480,1.480,1.000,1.500,1.000,1.500,1.000,1.500,1.200,1.500,0.000,1.500,1.200,4.500,1.480,1.500,1.500,1.000,1.000,1.400,1.000,1.200,1.500,1.800,1.000,1.000,1.000,1.000,3.500,1.000,1.500,2.000,2.000,1.500,3.000,1.500,1.200,1.200,1.500,1.500,1.500,1.000,1.200,1.500,1.500,1.500,1.200,1.500,1.500,3.500,1.480,0.000,1.500,1.480,1.500,1.500
2026-08-09,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.010,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.010,0.000,0.000
